distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,transaction_amount,repeat_retailer,used_chip,used_pin_number,online_order,is_foreign_transaction,transactions_last_24h,Class
0.66,1.77,0.79,80.77,1,1,1,0,1,1,0
4.13,5.86,1.11,79.72,0,1,1,0,0,2,0
23.55,36.29,2.2,198.06,0,0,1,0,0,5,1
34.71,6.18,1.05,58.43,1,1,1,0,0,3,0
39.17,2.09,0.48,165.31,1,0,0,0,0,5,0
23.36,9.12,2.0,25.18,1,1,0,0,0,4,0
3.91,5.25,0.97,81.64,0,0,1,0,0,0,0
14.7,3.48,0.73,141.05,0,0,0,0,0,2,0
21.89,10.25,0.25,33.14,1,1,1,0,0,2,0
28.57,1.03,1.32,28.14,1,1,1,0,0,3,0
21.36,11.67,0.73,219.0,1,0,0,1,0,2,0
6.1,1.11,0.3,36.88,1,0,1,0,0,0,0
6.1,0.6,1.99,100.8,1,1,0,0,0,5,0
9.31,20.47,1.31,112.97,1,1,1,0,0,0,0
4.75,8.26,1.04,184.31,0,1,1,0,0,4,0
42.32,7.18,1.3,58.73,1,1,1,1,0,1,0
5.05,0.75,1.78,66.99,1,0,0,1,0,2,0
4.47,3.14,1.84,46.51,1,1,1,0,0,4,0
8.07,3.41,0.28,81.61,1,1,1,1,0,0,0
13.1,5.48,1.28,34.18,1,1,1,1,0,1,0
2.0,8.61,1.79,32.98,1,1,1,0,0,3,0
7.68,3.17,1.19,220.48,1,1,1,0,0,4,0
11.94,1.26,0.86,44.42,1,0,1,0,0,2,0
25.94,3.04,0.79,27.47,1,0,1,0,0,0,0
16.4,10.67,1.61,85.38,1,1,0,0,0,1,0
21.07,5.87,0.64,234.38,1,1,0,0,0,3,0
35.99,3.13,1.11,47.2,1,1,0,0,0,1,0
22.19,2.41,1.55,74.71,1,0,1,0,0,4,0
1.95,2.28,1.79,141.56,1,1,1,0,0,0,0
41.97,9.54,1.76,44.39,1,0,1,0,0,2,0
5.05,1.38,1.27,34.67,1,0,0,1,0,3,0
31.81,0.24,0.53,7.59,1,0,0,0,0,5,0
3.52,1.85,1.62,46.55,1,1,1,0,0,3,0
6.47,4.64,1.54,92.93,1,1,1,0,0,3,0
5.92,8.12,1.02,36.11,1,0,0,0,0,3,0
62.67,11.2,1.72,17.77,1,1,1,0,0,5,0
4.51,3.49,1.54,114.36,1,1,1,1,0,3,0
37.06,13.21,0.47,131.12,1,1,1,1,1,4,0
11.01,0.76,1.25,65.98,1,1,0,0,0,2,0
14.32,3.32,0.21,29.05,1,1,0,0,0,1,0
6.12,2.61,1.07,65.87,1,0,0,0,0,1,0
24.15,5.65,0.1,27.24,1,0,1,1,0,4,0
31.78,25.68,1.37,171.15,1,1,1,1,0,9,1
7.94,3.06,1.53,136.59,1,1,1,1,0,4,0
6.76,3.13,1.46,130.56,1,0,0,1,0,4,0
0.28,1.57,1.64,126.3,1,1,0,0,0,3,0
42.9,6.34,1.56,194.86,1,0,1,0,0,1,0
12.16,1.81,0.37,65.3,1,1,1,0,0,2,0
2.61,0.6,1.11,10.51,1,1,0,1,0,1,0
1.05,13.46,1.09,180.92,1,1,0,0,0,4,0
32.58,4.41,0.18,17.78,1,1,0,1,0,5,0
1.11,9.75,1.28,48.73,1,1,1,0,0,6,0
3.44,16.72,2.32,78.73,1,1,1,0,0,1,0
0.53,8.14,1.11,155.07,1,0,1,0,0,3,0
4.01,0.32,0.1,96.37,0,1,1,1,0,1,0
22.03,5.91,2.71,328.99,0,1,0,1,0,8,1
41.79,8.99,1.73,103.18,1,1,1,1,0,2,0
8.37,2.37,0.1,156.5,1,1,1,0,0,1,0
16.72,3.41,0.1,54.76,1,0,0,0,0,2,0
3.59,1.29,0.63,17.14,1,1,0,0,0,1,0
14.45,2.94,0.8,117.49,1,0,0,0,0,1,0
6.72,3.49,0.93,59.83,0,1,1,0,0,3,0
30.38,5.21,0.78,8.63,1,0,1,1,0,0,0
30.92,2.2,0.94,124.82,1,0,1,1,0,7,0
2.04,4.23,2.12,310.58,0,1,1,1,0,2,0
1.62,11.95,1.19,173.56,0,1,0,1,0,3,0
0.42,14.35,0.52,92.9,0,1,1,1,1,1,0
3.74,7.0,0.1,197.66,1,0,0,0,0,3,0
0.84,4.71,0.96,50.6,0,1,0,0,0,5,0
10.77,5.03,1.91,138.15,1,1,1,1,0,0,0
10.17,4.59,0.8,211.03,1,0,1,0,0,3,0
12.86,0.42,1.14,272.1,1,1,1,1,0,2,0
6.85,4.21,0.82,243.5,1,0,0,1,0,2,0
8.93,4.69,2.1,102.91,0,1,0,0,0,2,0
23.96,2.03,1.36,138.12,1,1,0,0,1,3,0
23.24,3.61,0.98,83.42,1,0,0,1,0,2,0
1.37,7.5,1.1,72.04,1,1,1,0,0,2,0
11.16,8.56,0.47,115.84,1,0,0,1,0,1,0
18.97,4.16,1.17,81.11,1,0,0,1,0,2,0
0.27,2.23,0.91,140.53,0,1,1,0,0,3,0
22.24,5.52,1.59,22.02,1,0,1,1,0,1,0
16.92,22.31,2.84,248.03,0,0,0,1,1,2,1
0.92,3.09,1.48,36.35,1,1,0,0,0,5,0
1.38,3.09,0.59,93.71,1,1,1,0,0,1,0
0.28,4.17,1.49,163.62,1,1,0,0,0,0,0
15.55,6.5,0.78,88.7,1,0,0,1,0,4,0
28.96,1.2,0.99,239.52,1,0,1,0,0,1,0
2.68,19.3,1.03,290.31,1,1,0,1,0,1,0
7.54,9.33,0.97,208.14,1,0,1,0,0,5,0
0.76,1.08,1.8,81.06,1,1,1,0,0,2,0
22.11,2.79,1.13,33.93,1,1,1,1,0,1,0
3.92,2.2,1.17,33.19,1,1,0,1,0,3,0
8.81,0.26,0.85,82.06,0,1,1,0,0,4,0
9.63,15.07,1.02,34.04,1,0,1,1,0,4,0
4.7,5.95,1.25,32.3,1,1,0,0,1,0,0
2.46,9.6,0.42,162.15,0,1,0,0,0,1,0
7.54,0.2,1.5,47.49,0,1,1,1,0,5,0
8.78,0.57,0.83,32.76,1,1,1,1,1,0,0
14.73,0.17,1.77,122.96,0,1,1,0,0,1,0
2.99,3.36,0.44,26.35,1,0,1,0,0,4,0
24.32,6.04,0.1,62.38,1,1,1,1,1,2,0
7.49,13.11,1.09,30.93,1,1,1,1,0,1,0
38.97,11.07,1.19,77.74,0,1,0,0,1,3,0
9.77,19.68,0.34,33.1,1,1,0,0,0,2,0
16.39,42.57,1.2,176.04,0,0,0,0,0,5,1
3.38,19.05,0.85,36.37,1,1,1,0,0,2,0
4.96,0.41,1.19,97.48,1,1,1,0,0,2,0
27.02,1.09,1.2,161.9,0,0,1,0,0,3,0
7.49,5.56,1.56,147.72,0,0,0,0,0,3,0
21.55,0.51,1.56,9.75,0,1,1,1,0,2,0
0.1,13.78,0.1,77.43,1,1,1,0,1,5,0
30.69,3.74,1.53,56.05,1,1,0,0,0,0,0
22.38,2.4,0.57,129.01,1,1,0,0,0,1,0
12.06,2.0,0.91,128.98,1,1,1,0,0,0,0
18.3,5.26,0.63,83.09,1,1,0,0,0,0,0
25.9,0.81,0.54,375.6,1,0,0,1,0,1,0
21.98,16.99,0.56,23.4,1,0,0,1,0,2,0
30.16,3.92,1.73,16.41,1,1,0,0,0,1,0
14.91,1.26,0.88,165.03,1,1,1,1,0,2,0
6.95,12.04,0.52,114.67,1,0,1,1,0,3,0
11.59,0.9,1.04,131.56,1,1,1,1,0,3,0
6.44,11.38,1.3,132.99,1,0,1,1,0,3,0
12.16,0.78,1.26,251.64,1,1,1,0,0,2,0
14.57,4.5,0.88,93.6,0,1,0,1,0,2,0
2.56,3.44,0.1,93.44,0,1,0,0,0,2,0
2.89,5.14,0.67,64.72,0,1,1,0,0,1,0
3.88,1.93,0.11,144.52,1,0,1,0,0,3,0
39.09,9.87,0.97,141.37,1,1,0,0,0,3,0
5.76,1.29,1.79,81.5,1,1,1,0,0,3,0
32.93,0.96,0.92,59.12,1,0,0,0,0,3,0
7.8,13.88,0.14,11.37,0,1,0,1,0,0,0
24.71,15.19,1.45,196.62,1,1,1,0,0,3,0
4.67,2.1,1.02,120.27,1,0,0,1,0,1,0
10.06,0.86,0.4,42.81,1,1,1,1,0,3,0
0.93,6.72,1.27,50.43,1,1,1,1,0,2,0
18.01,0.5,1.07,69.34,1,1,1,0,1,4,0
2.62,11.81,0.44,40.96,1,0,0,1,0,4,0
42.95,3.36,1.65,112.52,1,1,1,0,0,2,0
17.92,5.83,0.74,68.1,1,1,0,0,0,4,0
1.35,6.19,0.66,96.41,1,1,0,1,0,2,0
2.52,5.21,1.34,23.22,1,1,1,1,0,3,0
0.79,0.79,2.07,15.4,1,1,1,0,0,2,0
3.0,0.92,1.81,48.02,1,0,1,0,0,0,0
8.13,4.77,1.42,112.86,1,0,1,0,0,4,0
19.55,3.73,0.76,96.03,1,1,1,1,0,0,0
12.58,16.0,0.41,111.93,0,1,0,1,0,3,0
15.34,0.41,1.53,148.15,0,1,0,1,0,3,0
2.02,4.52,0.95,47.74,1,1,0,0,0,1,0
8.13,3.02,1.67,94.47,1,1,1,0,0,1,0
7.29,8.18,1.37,107.69,1,1,1,0,0,5,0
4.34,1.12,0.75,77.32,1,1,0,1,0,2,0
0.16,10.81,0.57,68.45,1,1,0,0,0,4,0
5.74,4.55,0.67,76.17,1,1,1,0,1,1,0
1.34,2.9,0.49,195.49,1,1,1,0,0,3,0
20.44,1.64,0.33,112.72,1,1,1,0,0,3,0
11.86,20.11,1.77,53.4,1,1,1,0,0,1,0
2.02,2.25,0.42,101.93,1,1,1,1,0,3,0
8.63,2.32,1.83,28.85,1,1,0,1,0,3,0
43.99,5.3,1.72,24.17,1,1,0,0,0,4,0
2.94,1.98,0.7,72.3,1,1,0,0,0,3,0
17.95,4.78,0.17,67.95,0,1,0,1,0,1,0
31.49,5.49,0.3,38.85,1,1,1,0,0,5,0
13.02,0.44,1.45,37.16,1,1,0,0,1,4,0
25.54,8.77,0.95,122.16,1,1,1,0,0,1,0
12.16,2.36,0.56,106.24,1,1,0,0,0,2,0
1.61,3.92,1.28,102.49,1,1,0,0,0,1,0
0.14,2.33,1.72,35.55,1,1,1,0,0,2,0
2.92,15.87,1.0,193.63,1,0,0,0,0,4,0
6.21,11.02,1.86,284.04,1,0,1,1,0,2,0
45.37,3.69,0.32,86.01,1,1,0,0,0,2,0
21.33,16.6,0.74,36.0,0,1,1,1,1,2,0
2.55,7.09,0.33,211.48,1,1,0,1,0,1,0
14.92,8.34,0.83,41.71,0,1,1,0,0,3,0
8.31,6.97,1.53,21.53,0,1,0,1,0,2,0
10.74,17.96,0.5,81.8,1,0,1,0,0,0,0
14.48,1.76,1.65,21.0,1,0,1,0,0,1,0
10.42,10.41,0.35,117.45,0,1,1,0,1,7,0
2.69,3.44,1.09,31.35,1,1,0,0,0,1,0
6.29,3.1,0.89,90.63,1,1,1,0,0,4,0
9.26,11.3,0.34,77.1,1,1,1,1,0,4,0
87.77,1.46,0.64,108.46,0,0,1,0,0,0,0
3.63,3.69,0.85,241.85,1,0,0,0,0,6,0
27.39,5.55,0.94,93.2,1,1,0,1,0,1,0
3.16,0.79,0.4,188.18,0,1,0,0,0,1,0
0.79,14.51,1.71,92.34,0,1,0,1,0,0,0
35.86,1.16,0.87,222.9,0,1,0,0,1,2,0
1.05,13.55,1.22,144.89,1,1,1,1,0,0,0
5.49,6.3,1.25,174.64,1,0,1,1,0,1,0
14.63,2.74,0.71,27.98,1,1,0,1,1,2,0
4.25,3.9,0.92,87.52,1,1,1,0,0,1,0
5.37,0.69,0.59,133.22,1,1,1,1,0,3,0
4.01,13.95,1.39,18.65,1,0,1,0,0,1,0
3.89,3.97,1.19,222.75,1,1,0,0,0,2,0
22.68,3.29,1.49,78.08,1,1,1,1,0,4,0
5.9,6.43,1.6,45.48,1,0,1,0,0,2,0
6.29,3.15,1.16,106.35,1,0,0,1,0,3,0
5.68,4.03,1.04,145.07,1,1,1,1,0,2,0
10.81,3.42,1.05,206.02,1,1,1,0,0,0,0
18.34,3.49,1.03,58.45,1,0,0,0,0,2,0
0.18,9.64,1.16,65.06,1,1,0,1,0,1,0
20.36,7.64,0.44,74.09,1,0,1,1,0,3,0
2.91,1.41,1.45,83.32,0,1,0,0,0,0,0
2.42,11.68,1.13,47.14,1,1,1,0,1,1,0
27.95,10.82,0.98,47.42,0,0,1,1,0,5,0
3.07,3.85,1.87,36.18,0,0,0,0,0,2,0
21.78,2.36,1.03,266.71,1,0,1,0,0,2,0
16.16,12.64,1.11,91.81,1,0,0,0,1,3,0
7.68,1.12,1.05,85.59,1,0,1,1,0,2,0
26.23,0.04,0.38,134.44,1,1,1,1,0,3,0
27.57,1.67,0.84,143.69,1,0,1,1,0,0,0
25.84,1.44,0.62,68.87,1,1,0,0,0,5,0
0.56,5.64,1.08,44.04,1,0,1,0,0,0,0
7.01,2.47,0.74,44.12,1,0,1,1,1,0,0
0.39,0.9,0.28,291.06,1,1,1,1,1,4,0
13.8,3.65,2.01,42.75,1,1,0,0,0,2,0
3.2,5.76,0.95,44.39,1,1,1,0,0,1,0
1.99,2.73,0.79,126.97,0,0,0,0,0,2,0
14.54,8.2,0.59,186.76,1,1,0,0,0,1,0
3.26,0.94,0.8,133.72,1,1,0,0,0,3,0
2.01,1.42,0.71,26.13,1,0,1,0,0,6,0
18.31,3.23,0.7,131.34,1,1,0,0,0,2,0
2.87,2.96,1.06,67.15,0,1,0,1,0,2,0
5.3,4.05,1.52,16.0,1,1,1,1,0,1,0
0.29,2.1,1.72,123.71,1,1,1,0,0,2,0
16.29,2.49,1.42,72.23,1,0,1,0,0,1,0
25.9,4.68,1.58,153.2,1,1,1,0,0,2,0
3.0,4.31,0.76,32.95,0,1,1,0,0,4,0
43.7,7.6,0.65,60.34,1,0,1,0,0,1,0
8.51,0.92,2.29,61.68,1,1,0,0,0,3,0
27.88,1.5,0.66,178.09,1,1,0,0,0,4,0
39.27,0.15,0.75,38.67,1,1,1,0,0,2,0
9.87,1.85,1.19,136.85,1,0,0,0,0,1,0
3.49,2.67,0.81,111.03,1,0,1,1,0,1,0
13.72,1.54,1.63,82.92,1,1,1,0,0,0,0
2.96,3.98,0.1,75.62,0,1,0,0,0,1,0
141.67,46.3,1.82,219.98,1,0,0,1,0,3,1
79.11,14.55,1.65,506.65,0,1,0,0,0,2,1
16.49,0.96,1.07,144.5,1,1,0,0,0,2,0
11.23,13.03,1.54,164.17,1,1,1,1,0,1,0
0.0,5.17,0.33,86.84,1,0,0,0,0,2,0
62.11,3.65,0.61,62.62,1,0,0,1,0,5,0
12.5,0.47,1.32,292.19,1,0,0,0,0,3,0
11.6,2.38,0.54,31.21,0,1,0,0,0,3,0
23.19,0.41,0.1,47.56,1,0,0,0,0,1,0
12.64,0.0,1.06,60.69,1,0,1,1,0,1,0
32.39,0.5,0.77,31.61,1,0,0,0,0,0,0
3.7,3.03,0.77,78.32,1,0,1,0,0,2,0
6.24,10.16,1.23,150.97,1,0,1,1,0,1,0
16.13,0.91,1.01,21.25,1,0,0,1,0,1,0
3.7,8.32,1.05,72.16,1,1,0,1,0,6,0
3.5,5.45,1.54,26.91,1,1,1,0,0,2,0
1.87,5.91,0.87,188.28,1,1,1,1,0,1,0
2.79,7.63,0.67,72.63,1,1,1,0,0,1,0
12.88,0.67,1.05,33.54,1,1,0,0,0,0,0
23.46,0.78,1.35,35.66,1,0,1,0,0,2,0
15.08,1.71,0.67,17.47,1,1,1,0,0,1,0
81.5,2.65,1.46,72.95,1,1,1,1,0,1,0
27.02,2.19,1.29,60.33,1,1,1,1,0,3,0
29.12,1.13,1.67,310.22,1,1,1,0,0,0,0
78.94,0.39,1.88,171.86,0,1,1,0,0,1,0
8.59,1.79,1.37,30.46,1,1,0,1,0,0,0
62.84,0.4,1.2,124.96,1,0,1,0,0,1,0
1.99,0.6,0.91,93.56,1,0,0,0,0,3,0
4.85,17.65,0.46,78.67,1,1,1,0,0,2,0
23.78,7.27,1.29,176.16,0,1,1,0,0,3,0
0.53,1.13,1.28,81.16,0,0,0,1,0,1,0
48.74,1.17,1.56,33.99,1,0,0,0,0,5,0
1.92,0.93,0.96,54.16,1,1,0,1,0,3,0
12.73,7.87,1.7,13.11,1,0,0,1,1,0,0
6.43,2.0,1.16,124.75,1,1,0,0,0,1,0
9.2,0.33,1.34,89.1,1,0,0,1,0,3,0
39.13,22.71,1.8,13.0,1,0,1,1,0,3,0
40.74,0.82,1.4,89.86,1,1,0,0,0,2,0
5.16,1.11,1.13,85.51,1,1,1,0,0,2,0
6.9,1.34,1.03,88.17,0,0,1,1,0,2,0
17.86,1.25,2.02,146.7,1,1,0,0,0,1,0
8.15,1.97,1.3,90.36,1,1,1,0,0,1,0
0.23,1.08,1.98,90.46,1,1,1,0,1,2,0
3.26,4.76,0.3,124.03,0,1,1,1,0,0,0
18.37,0.2,2.06,35.13,1,0,0,0,0,1,0
0.37,6.66,1.48,197.52,1,1,0,0,0,4,0
20.32,1.26,0.26,24.83,1,1,1,0,0,5,0
3.96,3.09,0.56,61.59,1,0,0,1,0,4,0
0.13,5.44,1.26,84.59,1,1,1,0,0,4,0
19.1,3.67,0.42,17.1,1,1,1,0,0,1,0
9.68,1.61,0.88,40.74,1,1,1,0,1,0,0
5.25,2.42,0.74,18.07,1,1,1,1,0,3,0
0.96,2.94,0.88,201.95,1,1,1,0,1,5,0
13.04,11.0,1.32,49.26,1,1,0,1,0,1,0
14.56,1.31,1.17,211.77,1,0,1,0,0,1,0
10.18,1.51,1.4,123.55,1,1,0,0,0,1,0
34.32,2.08,2.3,167.87,1,0,1,0,0,1,0
9.93,3.51,0.99,76.28,1,1,0,1,0,2,0
20.69,5.45,1.47,337.27,1,1,1,0,0,3,0
2.88,0.31,0.46,46.31,1,1,1,0,0,0,0
23.64,1.52,0.61,17.47,1,0,1,0,1,0,0
5.45,10.04,1.62,63.77,1,1,1,1,0,0,0
0.09,6.25,0.61,16.88,1,1,1,1,1,3,0
5.2,2.97,1.08,126.71,1,1,0,0,0,1,0
1.82,2.28,1.51,204.03,1,1,0,1,0,2,0
52.05,7.24,1.57,121.87,1,1,0,0,0,2,0
0.33,9.81,1.28,63.43,1,1,1,1,0,2,0
4.0,0.52,0.83,55.46,1,0,1,0,0,1,0
24.95,15.96,1.58,149.69,1,1,0,0,0,2,0
4.58,1.85,0.98,19.41,1,0,1,1,0,2,0
21.47,6.03,1.44,36.27,1,1,1,1,0,0,0
16.69,2.1,1.33,86.37,0,1,1,1,0,2,0
3.1,9.32,2.69,164.47,1,0,1,1,1,1,0
5.47,2.02,1.12,27.39,1,1,1,1,1,0,0
6.17,2.39,1.46,187.03,1,1,1,1,0,4,0
12.26,1.51,1.43,237.51,0,0,0,0,1,2,1
20.0,4.55,0.27,90.92,1,0,1,1,0,1,0
25.11,6.37,1.86,39.2,0,1,1,0,0,3,0
2.0,7.1,1.24,215.36,0,1,0,1,0,2,0
24.89,2.5,0.88,247.44,1,0,1,0,1,3,0
27.13,8.96,0.59,138.23,1,1,1,0,0,2,0
2.32,1.7,0.9,19.54,1,1,0,0,0,1,0
23.31,5.1,0.91,11.75,0,1,1,0,0,2,0
11.12,0.65,1.09,133.74,0,0,1,0,0,0,0
3.35,6.77,0.83,138.24,1,1,0,0,0,5,0
17.81,14.91,1.93,11.49,1,1,0,0,0,3,0
9.64,2.24,1.57,104.92,1,1,0,0,0,3,0
12.73,1.12,0.88,138.88,1,1,1,0,0,0,0
18.68,1.09,1.04,79.55,1,1,0,1,0,6,0
51.67,0.09,0.46,5.75,1,1,0,0,1,3,0
11.79,2.06,0.1,135.73,0,1,0,1,0,3,0
4.16,1.61,0.81,183.2,1,1,1,0,0,4,0
66.0,2.69,1.39,77.53,1,0,1,0,0,3,0
7.59,4.5,0.7,33.42,1,1,1,1,0,3,0
1.6,2.91,1.12,28.78,0,1,1,1,1,3,0
91.03,8.53,2.75,184.87,1,0,0,1,1,3,1
48.13,2.28,1.7,90.13,1,1,0,0,0,4,0
48.82,10.61,1.59,102.86,0,1,1,1,0,2,0
5.89,2.2,0.92,76.73,1,1,1,0,0,3,0
19.42,0.64,1.52,58.61,0,1,0,0,0,4,0
1.26,4.29,1.04,55.56,1,0,1,1,0,4,0
30.39,7.07,1.02,30.74,1,0,0,0,0,3,0
4.69,1.1,1.52,96.87,1,1,0,1,0,0,0
3.07,11.72,1.13,14.05,1,1,0,1,0,1,0
16.15,5.53,1.56,136.89,1,1,0,0,0,5,0
13.39,5.02,1.39,130.66,1,0,1,0,0,0,0
12.93,15.02,0.65,38.19,1,1,0,0,0,0,0
1.0,9.38,1.71,98.06,1,1,0,1,0,0,0
1.16,4.54,0.5,39.0,1,1,0,1,0,0,0
35.18,7.4,1.13,33.52,1,1,1,0,0,3,0
4.45,8.7,1.01,366.76,0,0,0,0,0,1,0
11.1,0.8,0.89,108.56,1,1,0,0,0,0,0
16.82,2.63,0.73,54.35,0,1,0,0,0,1,0
53.52,8.35,0.38,68.15,1,0,1,1,0,8,0
30.99,1.33,0.98,58.87,1,1,0,0,0,0,0
21.7,3.98,1.84,209.02,1,0,1,0,1,2,0
25.23,2.27,1.11,94.56,0,0,0,1,0,2,0
3.75,5.8,1.77,42.99,1,1,0,0,0,4,0
45.2,2.71,0.59,52.25,0,0,1,0,0,3,0
34.59,3.79,2.98,542.33,0,1,1,1,0,6,1
7.74,0.85,1.19,112.22,0,0,0,1,0,0,0
13.13,0.28,1.47,179.77,1,1,1,0,0,2,0
7.61,0.61,0.71,60.78,1,0,1,0,0,2,0
21.28,10.34,0.44,37.2,1,1,1,0,0,2,0
42.99,1.56,1.43,201.32,1,0,0,0,0,4,0
34.06,6.33,0.76,118.64,1,1,0,1,0,0,0
0.9,0.06,0.87,11.36,1,1,1,0,1,2,0
6.9,4.3,0.78,233.39,1,1,1,0,1,2,0
22.52,2.44,0.79,77.23,1,1,1,0,0,0,0
0.9,3.55,1.98,158.53,1,1,1,1,0,1,0
17.4,0.88,1.4,37.45,1,0,1,0,0,1,0
8.49,9.7,1.25,41.24,1,1,1,0,0,3,0
0.97,17.04,0.78,232.92,1,1,1,0,0,0,0
24.65,1.47,1.1,83.11,1,1,1,0,0,5,0
39.15,1.31,1.78,167.72,0,1,1,1,1,3,0
3.39,8.52,1.65,23.99,1,1,1,0,0,1,0
35.83,2.51,1.77,153.92,1,1,1,1,0,2,0
5.8,1.05,1.64,28.17,1,1,0,1,0,1,0
1.48,16.29,1.25,36.15,1,1,1,1,0,1,0
12.06,8.31,1.32,90.46,1,1,0,1,0,3,0
68.94,9.26,4.02,102.87,0,0,0,0,0,5,1
7.45,1.31,1.03,294.99,1,1,0,0,0,0,0
9.49,3.99,0.3,140.22,1,1,1,0,0,0,0
5.63,4.14,1.16,110.75,1,1,0,0,0,0,0
2.89,0.47,1.17,59.8,0,1,0,0,0,3,0
5.19,0.2,0.27,34.27,1,1,1,1,0,4,0
0.06,14.24,0.27,33.65,1,1,1,0,0,3,0
3.57,1.28,0.25,167.8,1,1,1,0,0,2,0
9.03,4.37,1.5,52.64,1,1,1,0,0,2,0
2.92,12.79,1.12,192.47,1,1,1,0,0,2,0
3.48,32.92,1.19,64.86,0,1,1,0,0,3,0
15.76,0.54,1.22,87.28,1,1,0,1,1,1,0
11.39,0.41,0.87,28.6,1,1,0,0,0,1,0
33.1,4.27,0.9,177.91,1,1,1,0,0,2,0
45.49,21.32,1.49,35.79,1,0,1,1,0,3,0
34.6,2.09,0.85,63.3,1,0,0,0,0,3,0
6.87,0.72,0.83,75.26,1,0,1,0,0,5,0
18.88,5.27,1.46,83.38,1,1,0,1,0,2,0
4.29,3.82,1.38,54.13,1,1,1,1,0,6,0
1.03,3.1,1.43,64.99,0,1,1,1,0,2,0
25.54,2.12,0.91,11.55,0,1,1,1,0,1,0
46.95,1.11,0.29,24.91,1,1,1,0,0,2,0
10.34,8.38,0.62,104.33,1,1,1,0,0,1,0
11.96,7.58,0.85,131.31,0,0,1,0,0,7,0
16.32,4.07,1.33,39.22,1,1,0,0,0,1,0
18.43,1.56,1.05,73.3,0,1,1,0,0,0,0
9.01,2.67,4.49,295.57,0,1,0,1,0,6,1
13.78,0.44,0.75,190.29,1,0,0,0,0,3,0
7.06,2.91,0.33,43.92,1,0,0,0,0,3,0
13.48,9.4,0.84,27.98,0,1,1,0,0,2,0
4.95,4.33,0.92,48.33,1,1,1,1,0,3,0
0.25,5.16,0.16,153.38,1,0,1,0,0,2,0
14.01,17.19,1.7,77.04,1,1,1,0,0,2,0
4.37,1.33,0.58,29.03,1,1,1,1,0,2,0
57.94,3.75,0.45,36.63,1,1,1,0,1,2,0
0.55,3.24,1.81,14.93,0,1,0,0,1,2,0
9.2,0.41,0.81,142.22,1,1,1,1,0,1,0
1.71,12.09,0.56,17.36,1,1,1,0,0,1,0
4.68,17.26,0.51,35.85,1,1,1,1,0,1,0
34.81,0.27,0.64,230.54,1,0,0,1,0,3,0
12.77,0.35,0.69,104.1,1,1,1,1,0,2,0
11.76,1.84,0.3,352.09,0,1,1,0,0,3,1
34.13,4.26,0.9,20.49,1,0,1,0,0,2,0
2.99,4.92,0.39,18.03,1,1,0,0,0,2,0
0.49,6.74,0.45,204.23,1,1,1,1,0,4,0
13.94,0.67,1.13,115.11,1,0,1,1,0,1,0
3.76,0.97,1.79,19.39,0,0,1,0,0,1,0
6.19,4.43,1.19,98.3,0,1,1,0,0,2,0
19.03,4.45,1.43,184.81,1,1,0,1,1,2,1
11.66,2.84,1.84,60.18,0,1,1,0,0,3,0
11.65,14.12,1.81,37.19,1,0,1,0,1,3,0
4.66,16.85,0.93,25.25,1,1,0,0,0,0,0
29.04,2.67,1.17,83.54,1,0,0,1,0,2,0
11.05,2.23,1.75,169.58,0,1,0,0,0,2,0
28.2,2.71,0.1,123.33,1,1,0,1,0,3,0
4.61,3.33,1.42,163.69,1,0,1,0,0,2,0
9.34,0.43,0.42,91.57,0,1,0,0,0,4,0
30.81,0.02,0.51,38.77,1,0,0,0,0,1,0
0.11,2.57,0.68,220.3,0,1,1,1,0,0,0
45.39,7.4,0.91,104.85,0,1,0,0,0,2,0
4.51,9.49,0.81,17.06,1,1,1,1,0,2,0
10.17,19.14,0.84,25.77,1,1,1,0,1,0,0
8.1,2.48,0.85,62.85,1,1,0,1,0,3,0
18.25,11.38,0.95,92.82,1,1,0,0,0,4,0
26.86,45.12,2.5,170.33,1,1,0,1,1,3,1
12.52,3.35,1.2,49.03,0,1,1,0,0,2,0
23.06,0.46,1.12,41.26,1,1,1,0,0,3,0
5.8,17.1,1.71,82.9,1,0,1,1,0,4,0
21.17,0.71,0.7,124.36,1,1,1,0,1,3,0
51.56,6.52,1.35,20.54,1,1,0,1,0,1,0
10.07,4.04,0.1,133.43,0,1,1,1,0,3,0
4.06,13.45,0.32,129.5,1,1,1,0,0,3,0
3.77,5.87,1.01,92.36,0,0,0,1,0,2,0
1.43,0.92,0.91,70.36,1,1,0,1,0,2,0
10.21,0.42,0.63,85.17,1,0,0,1,0,3,0
16.96,13.59,0.4,29.64,1,0,1,0,0,3,0
8.61,9.5,2.08,76.04,1,1,1,0,0,4,0
35.66,1.38,1.14,146.41,1,0,0,0,1,3,0
5.09,0.29,0.81,39.32,1,1,1,0,0,6,0
17.39,1.11,0.76,41.57,1,1,0,0,0,4,0
2.63,3.31,2.03,182.37,1,0,0,0,0,1,0
29.83,1.14,1.69,38.49,1,1,0,0,1,3,0
14.0,5.33,1.62,63.69,1,0,0,0,0,4,0
4.23,4.57,0.1,87.24,1,0,0,0,0,2,0
20.41,4.27,0.57,66.59,1,1,0,0,0,1,0
0.97,0.27,0.84,47.35,1,1,0,0,1,4,0
2.18,0.13,1.2,91.19,1,1,1,0,0,1,0
22.74,3.65,0.51,75.12,0,1,0,0,0,0,0
